Country,Country_Code,Year,FDI,GDP_Growth,Exports_pct_GDP,Imports_pct_GDP,Trade_Openness,FDI_log,Trade_Openness_log,FDI_log_scaled,GDP_Growth_scaled,Trade_Openness_log_scaled
Malaysia,MYS,2000,3787631579.0,8.85886816969386,119.809708726968,100.597080255106,220.406788982074,22.84408764132582,5.400001683680083,-0.08225847409059128,1.2382171218223326,1.1842077050087567
Malaysia,MYS,2001,553947368.4,0.517675319192861,110.402491356547,92.9621446541059,203.3646360106529,22.353349679114864,5.3199058297144495,-0.36758239994863395,-1.2946577461886033,1.0394896808844158
Malaysia,MYS,2002,3192894737.0,5.39098830692797,108.305302795051,91.0509299006036,199.35623269565465,22.770087336285567,5.300096945635735,-0.12528358968110184,0.18516560903380402,1.0036987825788721
Malaysia,MYS,2003,3218947368.0,5.7884992858875,106.943446148115,87.2516829087158,194.1951290568308,22.773446249035803,5.273999720065345,-0.12333065706469222,0.3058732328006544,0.9565460432960805
Malaysia,MYS,2004,4376052632.0,6.78343772370305,115.373337721075,95.0009281760497,210.3742658971247,22.912279902310924,5.3536303342245395,-0.04261026034787313,0.6079948369318554,1.1004234672869773
Malaysia,MYS,2005,3924786635.0,5.33213916141486,112.898976779781,90.9556678158424,203.8546445956234,22.860403236149406,5.322300676889977,-0.07277229220484355,0.16729556042737204,1.043816715732822
Malaysia,MYS,2006,7690731246.0,5.5848470671515,112.18548084399,90.3916659964074,202.5771468403974,23.228063879208495,5.316045032995231,0.140992254537144,0.24403248701090832,1.0325139531146525
Malaysia,MYS,2007,9071369835.0,6.29878592740947,106.168274866985,86.2972314906664,192.4655063576514,23.334931790660164,5.265099234861764,0.2031271908813025,0.4608261553571772,0.9404645538226948
Malaysia,MYS,2008,7572512432.0,4.83176988913097,99.4995772447266,77.1687475404215,176.66832478514812,23.21835940016077,5.179918468203612,0.13534989492056054,0.015354132239836147,0.7865590564238714
Malaysia,MYS,2009,114664434.6,-1.51352871598714,91.4167918670926,71.1421785856069,162.5589704526995,22.263357899018132,5.097173600861196,-0.4199052483308327,-1.9114503014885103,0.6370547673084443
Malaysia,MYS,2010,10885801852.0,7.42484738326097,86.9302950693543,71.0144698174169,157.9447648867712,23.459978460668438,5.068556751216884,0.2758315861995077,0.802764390389204,0.5853495449761489
Malaysia,MYS,2011,15119439204.0,5.29391283414003,85.2554421085998,69.6822424986263,154.9376846072261,23.70235002150429,5.049456469799092,0.41675079477766735,0.155687807749053,0.5508389573471345
Malaysia,MYS,2012,8895774251.0,5.47345419253853,79.2999139255312,68.5418408404822,147.8417547660134,23.3219571349644,5.002883693022022,0.1955834914228521,0.2102070836615854,0.46669077864048736
Malaysia,MYS,2013,11296279514.0,4.69372252557893,75.6290410302627,67.0919504346102,142.7209914648729,23.48622299939638,4.96787386080817,0.2910906356287639,-0.0265651356638103,0.4034346487403396
Malaysia,MYS,2014,10619431583.0,6.00672194558203,73.7934986257765,64.5187325510668,138.31223117684328,23.442571580834393,4.936717681502904,0.26571091147360604,0.37213841816171217,0.3471413390984151
Malaysia,MYS,2015,9857162112.0,5.09153242155011,69.4486908970754,61.9213815481844,131.37007244525978,23.391015948978687,4.885601579019174,0.2357355347677003,0.09423325682161557,0.25478423213059836
Malaysia,MYS,2016,13470089921.0,4.44978139761541,66.7754454542508,60.1235645714491,126.89901002569992,23.614772795203205,4.851240968333574,0.3658318116376544,-0.10063995486139408,0.1927011224572891
Malaysia,MYS,2017,9368469823.0,5.81272240983328,70.011742508597,63.1434308633591,133.1551733719561,23.356508085345155,4.89899714021271,0.21567203880228955,0.31322879248697616,0.2789874717739016
Malaysia,MYS,2018,8304480742.0,4.84308697634881,68.554971419686,61.8476540824403,130.40262550212628,23.2769859222348,4.878266086841199,0.1694364150711542,0.018790662998315524,0.2415303883744458
Malaysia,MYS,2019,9154921685.0,4.41318742129586,65.2777668428576,57.7507951850853,123.02856202794293,23.34104677612847,4.820511878016121,0.20668255401750812,-0.11175203014866036,0.1371794816519072
Malaysia,MYS,2020,4058769679.0,-5.45684658426701,61.5779359054349,55.2102465322035,116.7881824376384,22.876088520372374,4.768887947319664,-0.06365258430098947,-3.108872649126071,0.043904825374084216
Malaysia,MYS,2021,20245157327.0,3.31534954399166,70.6330555493337,63.4029391413929,134.0359946907266,23.93392853080165,4.905541370238393,0.5513947280070922,-0.4451199330868193,0.29081165482260674
Malaysia,MYS,2022,15027992711.0,8.86182187578046,76.8501886436659,69.6552296371211,146.505418280787,23.69769009863023,4.993864909212224,0.4140414313474719,1.2391140400507359,0.45039554601186055
Malaysia,MYS,2023,7918601050.0,3.55548715410509,68.5819009768029,63.4824063018645,132.0643072786674,23.246507899310654,4.890832524740268,0.15171594137083214,-0.37220008476033173,0.264235559403832
Malaysia,MYS,2024,15593246087.0,5.11415547829091,71.3546178043924,66.0117234014389,137.3663412058313,23.72615252528175,4.9299048142259725,0.43059000092434085,0.10110294235501212,0.3348317794630075
Philippines,PHL,2000,1487000000.0,4.38250500083399,43.3442192240219,41.809149235982,85.15336846000389,22.52123188677656,4.456129062151563,-0.2699726483901038,-0.12106901071373002,-0.5211911895617154
Philippines,PHL,2001,760000000.0,3.04923134463486,41.1555015074547,43.7448871162984,84.9003886237531,22.39292457918981,4.453188353121456,-0.3445728373626253,-0.5259290105355774,-0.5265044933008118
Philippines,PHL,2002,1769000000.0,3.71625500158383,40.0056799440289,43.83912414975,83.84480409377889,22.566883028509256,4.440823753432541,-0.24343024901999974,-0.323381546721296,-0.5488449809474745
Philippines,PHL,2003,492000000.0,5.08691113513073,42.3050183712712,45.2696259923924,87.5746443636636,22.341139128917767,4.483845635656414,-0.3746818346518831,0.09282996349902745,-0.47111259554559826
Philippines,PHL,2004,592000000.0,6.56922851180626,41.8268409907999,45.2984438324049,87.1252848232048,22.3607770386968,4.478759493163576,-0.36326399876946,0.5429483694740004,-0.4803022908361214
Philippines,PHL,2005,1664000000.0,4.94250511877678,41.2300392158954,42.6156353549097,83.8456745708051,22.550127821693177,4.440834013018502,-0.25317202926823723,0.048979836045071286,-0.548826443820582
Philippines,PHL,2006,2707414997.0,5.31641682136939,41.2454593705084,39.6050793023691,80.85053867287749,22.705338495332867,4.404894885015739,-0.16292973674530722,0.16252133680237796,-0.6137616350421305
Philippines,PHL,2007,2918724841.0,6.51929155018938,38.0141863378076,35.6307936542553,73.6449799920629,22.734037686473727,4.312743274464294,-0.14624350801262928,0.5277845820719832,-0.7802621258740635
Philippines,PHL,2008,1340027563.0,4.34448730509183,33.3568332437392,34.3242375293009,67.6810707730401,22.496586832667266,4.229473626662546,-0.28430172853659846,-0.13261341063480597,-0.9307145937954274
Philippines,PHL,2009,2064620678.0,1.44832306275669,30.2195255995892,30.6670651873867,60.8865907869759,22.612602001248984,4.125303529195674,-0.21684841147573342,-1.0120585636865076,-1.118930212105885
Philippines,PHL,2010,1070386940.0,7.33449996034538,32.8748297195678,33.2294487942119,66.10427851377969,22.44972956117081,4.206247805190446,-0.31154539356330757,0.7753296192486819,-0.9726792502125898
Philippines,PHL,2011,2007150725.0,3.85823282795663,29.1054288781405,31.690407821767,60.7958366999075,22.60387618667019,4.123835994878953,-0.22192175787166815,-0.2802687600156288,-1.1215817684116782
Philippines,PHL,2012,3215415155.0,6.89695171050985,27.4670738577233,30.3749316555848,57.842005513308095,22.77299150858645,4.074855979335051,-0.12359505138558652,0.6424643342212508,-1.2100793712231097
Philippines,PHL,2013,3737371740.0,6.75053130142255,26.1774198090007,29.6473614230291,55.8247812320298,22.838041586110332,4.039972519876903,-0.08577375993125778,0.598002519108221,-1.273107169510531
Philippines,PHL,2014,5739574024.0,6.34798748260867,27.3545041909285,30.113667896666,57.468172087594496,23.054431517186654,4.068482539300995,0.040039259246390596,0.47576663028260974,-1.221594969134073
Philippines,PHL,2015,5639155962.0,6.34830971672761,27.2080572390451,31.9335348662643,59.1415921053094,23.04462471934086,4.096701650527387,0.034337409630250004,0.47586447944113025,-1.1706083847225923
Philippines,PHL,2016,8279548275.0,7.14945675000752,26.6730033435157,35.1030624218713,61.776065765387,23.275044499021934,4.139573882444526,0.16830763650600877,0.7191396587285056,-1.093146389055364
Philippines,PHL,2017,10256442399.0,6.9309883258402,29.5522908546692,38.6160788880035,68.1683697426727,23.418352215444738,4.236543673485137,0.25162933444697255,0.6527998448739296,-0.9179403594752474
Philippines,PHL,2018,9948598824.0,6.34148557153473,30.2136053733275,41.9497929256998,72.1633982990273,23.397342353564536,4.292695272676627,0.23941382080220266,0.4737922691272703,-0.816485064549482
Philippines,PHL,2019,8671365874.0,6.11852566221303,28.3829200126393,40.4589222469285,68.8418422595678,23.305126856692752,4.246233289470499,0.18579806327273554,0.4060885772193423,-0.9004330602768782
Philippines,PHL,2020,6822133291.0,-9.51829474045297,25.2028393102032,32.966720992025,58.169560302228206,23.154462993143255,4.080407225568009,0.09819936836189996,-4.34216627354034,-1.2000493216451869
Philippines,PHL,2021,11983363327.0,5.71473313185116,25.7520349160187,37.7325748976525,63.4846098136712,23.528667685064278,4.166426587790437,0.315768743456439,0.2834735064045375,-1.0446286410365866
Philippines,PHL,2022,9492234668.0,7.58098212785563,28.3874015457939,44.042282064966,72.4296836107599,23.365360688332185,4.296328262735183,0.22081910227164528,0.8501760469346303,-0.8099209402295998
Philippines,PHL,2023,8925128472.0,5.51894967862863,26.6368493470555,40.7831199703412,67.41996931739669,23.32413785365365,4.225664731104411,0.19685140070544638,0.2240221788633026,-0.9375965460061605
Philippines,PHL,2024,8929837510.0,5.69201612823412,25.7734411549927,40.1120313737041,65.8854725286968,23.32448724485055,4.202981791515848,0.19705454306580153,0.27657529309507556,-0.9785803177753847
Singapore,SGP,2000,15515295182.0,9.03831632555163,188.350890284751,176.013630183467,364.364520468218,23.722275258280877,5.900895541441483,0.42833568777256226,1.2927080959826718,2.0892279501559137
Singapore,SGP,2001,17006818857.0,-1.07086275100448,182.894180709771,166.397924985207,349.292105694978,23.7939745050555,5.858767394108734,0.4700229264745178,-1.7770309782905045,2.0131103742745156
Singapore,SGP,2002,6157194144.0,3.92336076702013,184.086118066532,165.659895919145,349.746013985677,23.09421488402031,5.860062354657631,0.06317002817587881,-0.2604921018066799,2.015450122497136
Singapore,SGP,2003,17051420153.0,4.54825542643229,202.586206389804,174.632357911778,377.218564301582,23.79604134460119,5.935472240957234,0.4712246243636281,-0.07073747002349962,2.1517014913807504
Singapore,SGP,2004,24390254966.0,9.93998268434957,213.951695442646,187.572017095863,401.523712538509,24.08851164479681,5.99775400826246,0.6412721460037454,1.566506832022333,2.2642328379751895
Singapore,SGP,2005,19316058814.0,7.36632239250758,225.159667736916,195.270845183643,420.43051292055895,23.895738039870473,6.04365490719808,0.5291900859332728,0.7849927741603654,2.347167060792069
Singapore,SGP,2006,39129332047.0,9.00676607871758,228.037617061062,197.325782481957,425.363399543019,24.50014901027594,6.055292033198987,0.8806055544468409,1.2831275924842176,2.368193141393692
Singapore,SGP,2007,47337947783.0,9.02151951268893,212.779393731371,181.509078187707,394.288471919078,24.67235922736311,5.979615807011415,0.9807316889541496,1.2876075994559595,2.2314605468233015
Singapore,SGP,2008,13598298537.0,1.86348345462035,228.993770935119,208.332943955938,437.326714891057,23.621862225485096,6.082964556721908,0.36995373461058384,-0.8859915440657016,2.418192145443137
Singapore,SGP,2009,23436064060.0,0.127953382778088,190.844935011128,167.347876817714,358.192811828842,24.05498520617406,5.883859324615455,0.6217792682879396,-1.41300016027129,2.058446735953809
Singapore,SGP,2010,55322434162.0,14.5197497108994,197.998960793027,171.686594994619,369.685555787646,24.815487972580502,5.915354144702766,1.0639493297997271,2.957192434285624,2.115351905291824
Singapore,SGP,2011,49155657316.0,6.21493416858989,203.327708649538,175.770922728001,379.0986313775391,24.70679079874838,5.940430775298216,1.000750827226732,0.4353638484234787,2.1606606229318985
Singapore,SGP,2012,55310807548.0,4.43549759378537,196.719612875759,172.493352911906,369.212965787665,24.81529376510945,5.914078423263695,1.0638364140639596,-0.10497735460614796,2.1130469184934486
