Country,Country_Code,Year,FDI,GDP_Growth,Exports_pct_GDP,Imports_pct_GDP,Trade_Openness
Malaysia,MYS,2015,9857162112.0,5.09153242155011,69.4486908970754,61.9213815481844,131.37007244525978
Malaysia,MYS,2016,13470089921.0,4.44978139761541,66.7754454542508,60.1235645714491,126.89901002569991
Malaysia,MYS,2017,9368469823.0,5.81272240983328,70.011742508597,63.1434308633591,133.1551733719561
Malaysia,MYS,2018,8304480742.0,4.84308697634881,68.554971419686,61.8476540824403,130.40262550212628
Malaysia,MYS,2019,9154921685.0,4.41318742129586,65.2777668428576,57.7507951850853,123.02856202794291
Malaysia,MYS,2020,4058769679.0,-5.45684658426701,61.5779359054349,55.2102465322035,116.7881824376384
Malaysia,MYS,2021,20245157327.0,3.31534954399166,70.6330555493337,63.4029391413929,134.0359946907266
Malaysia,MYS,2022,15027992711.0,8.86182187578046,76.8501886436659,69.6552296371211,146.505418280787
Malaysia,MYS,2023,7918601050.0,3.55548715410509,68.5819009768029,63.4824063018645,132.0643072786674
Malaysia,MYS,2024,15593246087.0,5.11415547829091,71.3546178043924,66.0117234014389,137.3663412058313
Philippines,PHL,2000,1487000000.0,4.38250500083399,43.3442192240219,41.809149235982,85.15336846000389
Philippines,PHL,2001,760000000.0,3.04923134463486,41.1555015074547,43.7448871162984,84.9003886237531
Philippines,PHL,2002,1769000000.0,3.71625500158383,40.0056799440289,43.83912414975,83.84480409377889
Philippines,PHL,2003,492000000.0,5.08691113513073,42.3050183712712,45.2696259923924,87.5746443636636
Philippines,PHL,2004,592000000.0,6.56922851180626,41.8268409907999,45.2984438324049,87.1252848232048
Philippines,PHL,2005,1664000000.0,4.94250511877678,41.2300392158954,42.6156353549097,83.8456745708051
Philippines,PHL,2006,2707414997.0,5.31641682136939,41.2454593705084,39.6050793023691,80.85053867287749
Philippines,PHL,2007,2918724841.0,6.51929155018938,38.0141863378076,35.6307936542553,73.6449799920629
