PC1,PC2,Country,Year
-0.30948856144826564,-1.8845049093409356,Malaysia,2009
0.7842881423536825,0.6350955898382505,Malaysia,2010
0.7016620831459726,-0.012343391545533012,Malaysia,2011
0.5053150309659469,0.0934624804635331,Malaysia,2012
0.47041541630034,-0.14299673364170234,Malaysia,2013
0.5101563351632378,0.25765272316838744,Malaysia,2014
0.35934663685440793,0.008243070432843507,Malaysia,2015
0.3590361644035681,-0.19386917234155135,Malaysia,2016
0.4148579744637817,0.22042720120746703,Malaysia,2017
0.2866545148490843,-0.05107703887845132,Malaysia,2018
0.20910448181178012,-0.16741581085016993,Malaysia,2019
-0.760657041924051,-3.0134354583439094,Malaysia,2020
0.47087957838949557,-0.5770808186127057,Malaysia,2021
0.8911722218174577,1.0560835595869833,Malaysia,2022
0.19613775362389904,-0.4311378417654082,Malaysia,2023
0.5495909762081447,-0.03264577163376226,Malaysia,2024
-0.5723424008198036,0.015107453281057072,Philippines,2000
-0.7244413104035337,-0.36377646453303397,Philippines,2001
-0.6217736494435748,-0.18147074829663146,Philippines,2002
-0.558304317602382,0.23313942229096646,Philippines,2003
-0.4486097727602323,0.6695104287729012,Philippines,2004
-0.5389456711871627,0.18167947898392706,Philippines,2005
-0.49441364834534235,0.28645286786575225,Philippines,2006
-0.509605187852162,0.6651126017721027,Philippines,2007
-0.8663641964844064,0.07304881533720094,Philippines,2008
-1.1608292372886948,-0.7619139472881955,Philippines,2009
-0.6956632065012497,0.9659832042838197,Philippines,2010
-0.9902501383844448,-0.050283543386502635,Philippines,2011
-0.7618856134396177,0.8423179091087881,Philippines,2012
-0.7899553869474414,0.8027092019445757,Philippines,2013
-0.6976820570164551,0.6533846801851436,Philippines,2014
-0.6665296217993242,0.6461975785902279,Philippines,2015
-0.46298395525485564,0.8459839969147899,Philippines,2016
-0.3014047346209985,0.7383273824391681,Philippines,2017
-0.28308224829999057,0.5502405494846867,Philippines,2018
-0.3938000575919715,0.5076820402033305,Philippines,2019
-1.8009519937807863,-4.036876772025432,Philippines,2020
-0.43325755604631444,0.38908343841464893,Philippines,2021
-0.20085864141897206,0.91779960249864,Philippines,2022
-0.455519073361485,0.33504752490411144,Philippines,2023
-0.47091309411389026,0.39268715394115405,Philippines,2024
2.0400553029001594,0.8390221646284125,Singapore,2000
1.2785414416210055,-2.13557908782044,Singapore,2001
1.365713553967341,-0.5918421417775945,Singapore,2002
1.7846976929634553,-0.5021471258188058,Singapore,2003
2.3721045552175966,1.0385743481157028,Singapore,2004
2.164427514439444,0.28638782010141167,Singapore,2005
2.539515939311435,0.7041870249169135,Singapore,2006
2.5152729164606935,0.7130272503042843,Singapore,2007
1.7024628979040393,-1.3188536501318409,Singapore,2008
1.5012264799875426,-1.8165106352341673,Singapore,2009
2.8938043318704985,2.337717073169186,Singapore,2010
2.27551429437772,-0.10622240758606154,Singapore,2011
2.1561769771321613,-0.6341334573035329,Singapore,2012
2.2330471861775716,-0.5343264864243952,Singapore,2013
2.1704564286067223,-0.7952660693088932,Singapore,2014
1.9949843572069526,-1.0530037726021293,Singapore,2015
1.9212123602783198,-0.794487274363702,Singapore,2016
2.199348409551922,-0.6364560153815674,Singapore,2017
2.085971532823654,-0.9277448492665133,Singapore,2018
2.0142885768659533,-1.5817546302203698,Singapore,2019
1.559159665069177,-3.070000324084117,Singapore,2020
2.7684078837519874,0.8732861424238623,Singapore,2021
2.3793989243896307,-0.7974000340903057,Singapore,2022
2.140276178841367,-1.4532230429663884,Singapore,2023
2.367789331783325,-0.7074052846074451,Singapore,2024
-0.024043967289510446,-0.09432796505898373,Thailand,2000
-0.030739488671366545,-0.4098858134134647,Thailand,2001
0.03237300656499442,0.4208329389529271,Thailand,2002
0.21220549722201765,0.7009584667401649,Thailand,2003
0.27955610094451744,0.403693578432158,Thailand,2004
0.30453805758626723,-0.2597586903794151,Thailand,2005
0.3486595529335728,-0.027242619477763116,Thailand,2006
0.33493789284336484,0.12200756448405514,Thailand,2007
0.15840493043412648,-0.993565954629718,Thailand,2008
-0.2906265488202494,-1.6396548478283823,Thailand,2009
0.6133130768419408,0.7012428727984075,Thailand,2010
-0.16172706379984628,-1.1886673148290552,Thailand,2011
0.650477489891856,0.6088946649226766,Thailand,2012
0.3344080523205043,-0.7390166804536582,Thailand,2013
-0.10967721933746294,-1.1586064849502242,Thailand,2014
0.12708289919181526,-0.5469675502450151,Thailand,2015
-0.09984455763649844,-0.39480157672573957,Thailand,2016
0.14420196499757773,-0.22496477329316802,Thailand,2017
0.28831860210278915,-0.2480644073897926,Thailand,2018
-0.22221288744611012,-0.7798643076103888,Thailand,2019
-2.422747286130478,-2.7745162268125263,Thailand,2020
0.09054570793792453,-1.0353033587054041,Thailand,2021
0.2417206066381952,-0.7485653599315327,Thailand,2022
0.005738273223202127,-0.8648303665782703,Thailand,2023
0.22843722538794145,-0.7614139285353148,Thailand,2024
-0.07912943814086423,0.6489877342643275,Viet Nam,2000
-0.11643790258342264,0.4723462489260938,Viet Nam,2001
-0.04929647416293608,0.49622289271068787,Viet Nam,2002
0.07424154187178951,0.6473312079997121,Viet Nam,2003
0.21447127672581773,0.8127740272911906,Viet Nam,2004
0.2154114231421951,0.8154592856275116,Viet Nam,2005
0.2699401202106649,0.6243478694884074,Viet Nam,2006
0.6102874998002996,0.5868833021060204,Viet Nam,2007
0.59169285820588,0.13134438294478792,Viet Nam,2008
0.3446941658017164,0.10878636558682712,Viet Nam,2009
0.22662902309481925,0.45637076518531566,Viet Nam,2010
0.3235958706059204,0.43068205310270585,Viet Nam,2011
0.26713994614676523,0.159883077222914,Viet Nam,2012
0.3607389220563737,0.15265662693374946,Viet Nam,2013
0.4751881226821317,0.39643377559956755,Viet Nam,2014
0.6690718265499366,0.5252967835528951,Viet Nam,2015
0.6706337552069306,0.43179712150894084,Viet Nam,2016
0.8478004588354511,0.4671950585895926,Viet Nam,2017
0.9428754185274825,0.6078123765335063,Viet Nam,2018
0.9475986515292028,0.5734353674043627,Viet Nam,2019
0.602434894318686,-0.746881961542137,Viet Nam,2020
0.74251038317671,-0.8772247949685766,Viet Nam,2021
1.1975895390063582,0.8811752136241282,Viet Nam,2022
0.8244534733635018,-0.11420435565782891,Viet Nam,2023
1.0002066127952522,0.4757814385792697,Viet Nam,2024
